Scenario,Region,Type,Year,Data,Unit
Reference,NB,In Situ Bitumen ,2027,0,Thousand cubic metres
Reference,NB,Total,2027,0,Thousand cubic metres
Reference,NB,Conventional Light,2028,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2028,0,Thousand cubic metres
Reference,NB,C5+,2028,0,Thousand cubic metres
Reference,NB,Field Condensate,2028,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2028,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2028,0,Thousand cubic metres
Reference,NB,Total,2028,0,Thousand cubic metres
Reference,NB,Conventional Light,2029,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2029,0,Thousand cubic metres
Reference,NB,C5+,2029,0,Thousand cubic metres
Reference,NB,Field Condensate,2029,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2029,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2029,0,Thousand cubic metres
Reference,NB,Total,2029,0,Thousand cubic metres
Reference,NB,Conventional Light,2030,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2030,0,Thousand cubic metres
Reference,NB,C5+,2030,0,Thousand cubic metres
Reference,NB,Field Condensate,2030,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2030,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2030,0,Thousand cubic metres
Reference,NB,Total,2030,0,Thousand cubic metres
Reference,NB,Conventional Light,2031,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2031,0,Thousand cubic metres
Reference,NB,C5+,2031,0,Thousand cubic metres
Reference,NB,Field Condensate,2031,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2031,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2031,0,Thousand cubic metres
Reference,NB,Total,2031,0,Thousand cubic metres
Reference,NB,Conventional Light,2032,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2032,0,Thousand cubic metres
Reference,NB,C5+,2032,0,Thousand cubic metres
Reference,NB,Field Condensate,2032,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2032,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2032,0,Thousand cubic metres
Reference,NB,Total,2032,0,Thousand cubic metres
Reference,NB,Conventional Light,2033,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2033,0,Thousand cubic metres
Reference,NB,C5+,2033,0,Thousand cubic metres
Reference,NB,Field Condensate,2033,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2033,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2033,0,Thousand cubic metres
Reference,NB,Total,2033,0,Thousand cubic metres
Reference,NB,Conventional Light,2034,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2034,0,Thousand cubic metres
Reference,NB,C5+,2034,0,Thousand cubic metres
Reference,NB,Field Condensate,2034,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2034,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2034,0,Thousand cubic metres
Reference,NB,Total,2034,0,Thousand cubic metres
Reference,NB,Conventional Light,2035,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2035,0,Thousand cubic metres
Reference,NB,C5+,2035,0,Thousand cubic metres
Reference,NB,Field Condensate,2035,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2035,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2035,0,Thousand cubic metres
Reference,NB,Total,2035,0,Thousand cubic metres
Reference,NB,Conventional Light,2036,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2036,0,Thousand cubic metres
Reference,NB,C5+,2036,0,Thousand cubic metres
Reference,NB,Field Condensate,2036,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2036,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2036,0,Thousand cubic metres
Reference,NB,Total,2036,0,Thousand cubic metres
Reference,NB,Conventional Light,2037,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2037,0,Thousand cubic metres
Reference,NB,C5+,2037,0,Thousand cubic metres
Reference,NB,Field Condensate,2037,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2037,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2037,0,Thousand cubic metres
Reference,NB,Total,2037,0,Thousand cubic metres
Reference,NB,Conventional Light,2038,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2038,0,Thousand cubic metres
Reference,NB,C5+,2038,0,Thousand cubic metres
Reference,NB,Field Condensate,2038,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2038,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2038,0,Thousand cubic metres
Reference,NB,Total,2038,0,Thousand cubic metres
Reference,NB,Conventional Light,2039,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2039,0,Thousand cubic metres
Reference,NB,C5+,2039,0,Thousand cubic metres
Reference,NB,Field Condensate,2039,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2039,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2039,0,Thousand cubic metres
Reference,NB,Total,2039,0,Thousand cubic metres
Reference,NB,Conventional Light,2040,0,Thousand cubic metres
Reference,NB,Conventional Heavy,2040,0,Thousand cubic metres
Reference,NB,C5+,2040,0,Thousand cubic metres
Reference,NB,Field Condensate,2040,0,Thousand cubic metres
Reference,NB,Mined Bitumen ,2040,0,Thousand cubic metres
Reference,NB,In Situ Bitumen ,2040,0,Thousand cubic metres
Reference,NB,Total,2040,0,Thousand cubic metres
Reference,NS,Conventional Light,2005,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2005,0,Thousand cubic metres
Reference,NS,C5+,2005,2.054115916,Thousand cubic metres
Reference,NS,Field Condensate,2005,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2005,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2005,0,Thousand cubic metres
Reference,NS,Total,2005,2.054115916,Thousand cubic metres
Reference,NS,Conventional Light,2006,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2006,0,Thousand cubic metres
Reference,NS,C5+,2006,1.912617219,Thousand cubic metres
Reference,NS,Field Condensate,2006,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2006,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2006,0,Thousand cubic metres
Reference,NS,Total,2006,1.912617219,Thousand cubic metres
Reference,NS,Conventional Light,2007,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2007,0,Thousand cubic metres
Reference,NS,C5+,2007,1.885589378,Thousand cubic metres
Reference,NS,Field Condensate,2007,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2007,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2007,0,Thousand cubic metres
Reference,NS,Total,2007,1.885589378,Thousand cubic metres
Reference,NS,Conventional Light,2008,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2008,0,Thousand cubic metres
Reference,NS,C5+,2008,1.753629919,Thousand cubic metres
Reference,NS,Field Condensate,2008,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2008,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2008,0,Thousand cubic metres
Reference,NS,Total,2008,1.753629919,Thousand cubic metres
Reference,NS,Conventional Light,2009,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2009,0,Thousand cubic metres
Reference,NS,C5+,2009,1.125630084,Thousand cubic metres
Reference,NS,Field Condensate,2009,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2009,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2009,0,Thousand cubic metres
Reference,NS,Total,2009,1.125630084,Thousand cubic metres
Reference,NS,Conventional Light,2010,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2010,0,Thousand cubic metres
Reference,NS,C5+,2010,1.067718801,Thousand cubic metres
Reference,NS,Field Condensate,2010,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2010,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2010,0,Thousand cubic metres
Reference,NS,Total,2010,1.067718801,Thousand cubic metres
Reference,NS,Conventional Light,2011,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2011,0,Thousand cubic metres
Reference,NS,C5+,2011,0.86001493,Thousand cubic metres
Reference,NS,Field Condensate,2011,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2011,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2011,0,Thousand cubic metres
Reference,NS,Total,2011,0.86001493,Thousand cubic metres
Reference,NS,Conventional Light,2012,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2012,0,Thousand cubic metres
Reference,NS,C5+,2012,0.584044934,Thousand cubic metres
Reference,NS,Field Condensate,2012,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2012,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2012,0,Thousand cubic metres
Reference,NS,Total,2012,0.584044934,Thousand cubic metres
Reference,NS,Conventional Light,2013,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2013,0,Thousand cubic metres
Reference,NS,C5+,2013,0.32690746,Thousand cubic metres
Reference,NS,Field Condensate,2013,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2013,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2013,0,Thousand cubic metres
Reference,NS,Total,2013,0.32690746,Thousand cubic metres
Reference,NS,Conventional Light,2014,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2014,0,Thousand cubic metres
Reference,NS,C5+,2014,0.459770762,Thousand cubic metres
Reference,NS,Field Condensate,2014,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2014,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2014,0,Thousand cubic metres
Reference,NS,Total,2014,0.459770762,Thousand cubic metres
Reference,NS,Conventional Light,2015,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2015,0,Thousand cubic metres
Reference,NS,C5+,2015,0.438082192,Thousand cubic metres
Reference,NS,Field Condensate,2015,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2015,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2015,0,Thousand cubic metres
Reference,NS,Total,2015,0.438082192,Thousand cubic metres
Reference,NS,Conventional Light,2016,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2016,0,Thousand cubic metres
Reference,NS,C5+,2016,0.369747383,Thousand cubic metres
Reference,NS,Field Condensate,2016,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2016,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2016,0,Thousand cubic metres
Reference,NS,Total,2016,0.369747383,Thousand cubic metres
Reference,NS,Conventional Light,2017,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2017,0,Thousand cubic metres
Reference,NS,C5+,2017,0.311322094,Thousand cubic metres
Reference,NS,Field Condensate,2017,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2017,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2017,0,Thousand cubic metres
Reference,NS,Total,2017,0.311322094,Thousand cubic metres
Reference,NS,Conventional Light,2018,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2018,0,Thousand cubic metres
Reference,NS,C5+,2018,0.261468447,Thousand cubic metres
Reference,NS,Field Condensate,2018,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2018,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2018,0,Thousand cubic metres
Reference,NS,Total,2018,0.261468447,Thousand cubic metres
Reference,NS,Conventional Light,2019,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2019,0,Thousand cubic metres
Reference,NS,C5+,2019,0,Thousand cubic metres
Reference,NS,Field Condensate,2019,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2019,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2019,0,Thousand cubic metres
Reference,NS,Total,2019,0,Thousand cubic metres
Reference,NS,Conventional Light,2020,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2020,0,Thousand cubic metres
Reference,NS,C5+,2020,0,Thousand cubic metres
Reference,NS,Field Condensate,2020,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2020,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2020,0,Thousand cubic metres
Reference,NS,Total,2020,0,Thousand cubic metres
Reference,NS,Conventional Light,2021,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2021,0,Thousand cubic metres
Reference,NS,C5+,2021,0,Thousand cubic metres
Reference,NS,Field Condensate,2021,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2021,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2021,0,Thousand cubic metres
Reference,NS,Total,2021,0,Thousand cubic metres
Reference,NS,Conventional Light,2022,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2022,0,Thousand cubic metres
Reference,NS,C5+,2022,0,Thousand cubic metres
Reference,NS,Field Condensate,2022,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2022,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2022,0,Thousand cubic metres
Reference,NS,Total,2022,0,Thousand cubic metres
Reference,NS,Conventional Light,2023,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2023,0,Thousand cubic metres
Reference,NS,C5+,2023,0,Thousand cubic metres
Reference,NS,Field Condensate,2023,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2023,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2023,0,Thousand cubic metres
Reference,NS,Total,2023,0,Thousand cubic metres
Reference,NS,Conventional Light,2024,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2024,0,Thousand cubic metres
Reference,NS,C5+,2024,0,Thousand cubic metres
Reference,NS,Field Condensate,2024,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2024,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2024,0,Thousand cubic metres
Reference,NS,Total,2024,0,Thousand cubic metres
Reference,NS,Conventional Light,2025,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2025,0,Thousand cubic metres
Reference,NS,C5+,2025,0,Thousand cubic metres
Reference,NS,Field Condensate,2025,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2025,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2025,0,Thousand cubic metres
Reference,NS,Total,2025,0,Thousand cubic metres
Reference,NS,Conventional Light,2026,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2026,0,Thousand cubic metres
Reference,NS,C5+,2026,0,Thousand cubic metres
Reference,NS,Field Condensate,2026,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2026,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2026,0,Thousand cubic metres
Reference,NS,Total,2026,0,Thousand cubic metres
Reference,NS,Conventional Light,2027,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2027,0,Thousand cubic metres
Reference,NS,C5+,2027,0,Thousand cubic metres
Reference,NS,Field Condensate,2027,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2027,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2027,0,Thousand cubic metres
Reference,NS,Total,2027,0,Thousand cubic metres
Reference,NS,Conventional Light,2028,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2028,0,Thousand cubic metres
Reference,NS,C5+,2028,0,Thousand cubic metres
Reference,NS,Field Condensate,2028,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2028,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2028,0,Thousand cubic metres
Reference,NS,Total,2028,0,Thousand cubic metres
Reference,NS,Conventional Light,2029,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2029,0,Thousand cubic metres
Reference,NS,C5+,2029,0,Thousand cubic metres
Reference,NS,Field Condensate,2029,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2029,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2029,0,Thousand cubic metres
Reference,NS,Total,2029,0,Thousand cubic metres
Reference,NS,Conventional Light,2030,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2030,0,Thousand cubic metres
Reference,NS,C5+,2030,0,Thousand cubic metres
Reference,NS,Field Condensate,2030,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2030,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2030,0,Thousand cubic metres
Reference,NS,Total,2030,0,Thousand cubic metres
Reference,NS,Conventional Light,2031,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2031,0,Thousand cubic metres
Reference,NS,C5+,2031,0,Thousand cubic metres
Reference,NS,Field Condensate,2031,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2031,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2031,0,Thousand cubic metres
Reference,NS,Total,2031,0,Thousand cubic metres
Reference,NS,Conventional Light,2032,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2032,0,Thousand cubic metres
Reference,NS,C5+,2032,0,Thousand cubic metres
Reference,NS,Field Condensate,2032,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2032,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2032,0,Thousand cubic metres
Reference,NS,Total,2032,0,Thousand cubic metres
Reference,NS,Conventional Light,2033,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2033,0,Thousand cubic metres
Reference,NS,C5+,2033,0,Thousand cubic metres
Reference,NS,Field Condensate,2033,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2033,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2033,0,Thousand cubic metres
Reference,NS,Total,2033,0,Thousand cubic metres
Reference,NS,Conventional Light,2034,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2034,0,Thousand cubic metres
Reference,NS,C5+,2034,0,Thousand cubic metres
Reference,NS,Field Condensate,2034,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2034,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2034,0,Thousand cubic metres
Reference,NS,Total,2034,0,Thousand cubic metres
Reference,NS,Conventional Light,2035,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2035,0,Thousand cubic metres
Reference,NS,C5+,2035,0,Thousand cubic metres
Reference,NS,Field Condensate,2035,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2035,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2035,0,Thousand cubic metres
Reference,NS,Total,2035,0,Thousand cubic metres
Reference,NS,Conventional Light,2036,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2036,0,Thousand cubic metres
Reference,NS,C5+,2036,0,Thousand cubic metres
Reference,NS,Field Condensate,2036,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2036,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2036,0,Thousand cubic metres
Reference,NS,Total,2036,0,Thousand cubic metres
Reference,NS,Conventional Light,2037,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2037,0,Thousand cubic metres
Reference,NS,C5+,2037,0,Thousand cubic metres
Reference,NS,Field Condensate,2037,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2037,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2037,0,Thousand cubic metres
Reference,NS,Total,2037,0,Thousand cubic metres
Reference,NS,Conventional Light,2038,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2038,0,Thousand cubic metres
Reference,NS,C5+,2038,0,Thousand cubic metres
Reference,NS,Field Condensate,2038,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2038,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2038,0,Thousand cubic metres
Reference,NS,Total,2038,0,Thousand cubic metres
Reference,NS,Conventional Light,2039,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2039,0,Thousand cubic metres
Reference,NS,C5+,2039,0,Thousand cubic metres
Reference,NS,Field Condensate,2039,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2039,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2039,0,Thousand cubic metres
Reference,NS,Total,2039,0,Thousand cubic metres
Reference,NS,Conventional Light,2040,0,Thousand cubic metres
Reference,NS,Conventional Heavy,2040,0,Thousand cubic metres
Reference,NS,C5+,2040,0,Thousand cubic metres
Reference,NS,Field Condensate,2040,0,Thousand cubic metres
Reference,NS,Mined Bitumen ,2040,0,Thousand cubic metres
Reference,NS,In Situ Bitumen ,2040,0,Thousand cubic metres
Reference,NS,Total,2040,0,Thousand cubic metres
Reference,NL,Conventional Light,2005,48.47,Thousand cubic metres
Reference,NL,Conventional Heavy,2005,0,Thousand cubic metres
Reference,NL,C5+,2005,0,Thousand cubic metres
Reference,NL,Field Condensate,2005,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2005,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2005,0,Thousand cubic metres
Reference,NL,Total,2005,48.47,Thousand cubic metres
Reference,NL,Conventional Light,2006,48.28,Thousand cubic metres
Reference,NL,Conventional Heavy,2006,0,Thousand cubic metres
Reference,NL,C5+,2006,0,Thousand cubic metres
Reference,NL,Field Condensate,2006,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2006,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2006,0,Thousand cubic metres
Reference,NL,Total,2006,48.28,Thousand cubic metres
Reference,NL,Conventional Light,2007,58.58,Thousand cubic metres
Reference,NL,Conventional Heavy,2007,0,Thousand cubic metres
Reference,NL,C5+,2007,0,Thousand cubic metres
Reference,NL,Field Condensate,2007,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2007,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2007,0,Thousand cubic metres
Reference,NL,Total,2007,58.58,Thousand cubic metres
Reference,NL,Conventional Light,2008,54.55,Thousand cubic metres
Reference,NL,Conventional Heavy,2008,0,Thousand cubic metres
Reference,NL,C5+,2008,0,Thousand cubic metres
Reference,NL,Field Condensate,2008,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2008,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2008,0,Thousand cubic metres
Reference,NL,Total,2008,54.55,Thousand cubic metres
Reference,NL,Conventional Light,2009,42.55,Thousand cubic metres
Reference,NL,Conventional Heavy,2009,0,Thousand cubic metres
Reference,NL,C5+,2009,0,Thousand cubic metres
Reference,NL,Field Condensate,2009,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2009,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2009,0,Thousand cubic metres
Reference,NL,Total,2009,42.55,Thousand cubic metres
Reference,NL,Conventional Light,2010,43.85,Thousand cubic metres
Reference,NL,Conventional Heavy,2010,0,Thousand cubic metres
Reference,NL,C5+,2010,0,Thousand cubic metres
Reference,NL,Field Condensate,2010,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2010,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2010,0,Thousand cubic metres
Reference,NL,Total,2010,43.85,Thousand cubic metres
Reference,NL,Conventional Light,2011,42.14,Thousand cubic metres
Reference,NL,Conventional Heavy,2011,0,Thousand cubic metres
Reference,NL,C5+,2011,0,Thousand cubic metres
Reference,NL,Field Condensate,2011,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2011,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2011,0,Thousand cubic metres
Reference,NL,Total,2011,42.14,Thousand cubic metres
Reference,NL,Conventional Light,2012,31.43,Thousand cubic metres
Reference,NL,Conventional Heavy,2012,0,Thousand cubic metres
Reference,NL,C5+,2012,0,Thousand cubic metres
Reference,NL,Field Condensate,2012,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2012,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2012,0,Thousand cubic metres
Reference,NL,Total,2012,31.43,Thousand cubic metres
Reference,NL,Conventional Light,2013,36.87,Thousand cubic metres
Reference,NL,Conventional Heavy,2013,0,Thousand cubic metres
Reference,NL,C5+,2013,0,Thousand cubic metres
Reference,NL,Field Condensate,2013,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2013,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2013,0,Thousand cubic metres
Reference,NL,Total,2013,36.87,Thousand cubic metres
Reference,NL,Conventional Light,2014,34.34,Thousand cubic metres
Reference,NL,Conventional Heavy,2014,0,Thousand cubic metres
Reference,NL,C5+,2014,0,Thousand cubic metres
Reference,NL,Field Condensate,2014,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2014,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2014,0,Thousand cubic metres
Reference,NL,Total,2014,34.34,Thousand cubic metres
Reference,NL,Conventional Light,2015,27.348,Thousand cubic metres
Reference,NL,Conventional Heavy,2015,0,Thousand cubic metres
Reference,NL,C5+,2015,0,Thousand cubic metres
Reference,NL,Field Condensate,2015,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2015,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2015,0,Thousand cubic metres
Reference,NL,Total,2015,27.348,Thousand cubic metres
Reference,NL,Conventional Light,2016,33.24335969,Thousand cubic metres
Reference,NL,Conventional Heavy,2016,0,Thousand cubic metres
Reference,NL,C5+,2016,0,Thousand cubic metres
Reference,NL,Field Condensate,2016,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2016,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2016,0,Thousand cubic metres
Reference,NL,Total,2016,33.24335969,Thousand cubic metres
Reference,NL,Conventional Light,2017,34.732,Thousand cubic metres
Reference,NL,Conventional Heavy,2017,0.336,Thousand cubic metres
Reference,NL,C5+,2017,0,Thousand cubic metres
Reference,NL,Field Condensate,2017,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2017,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2017,0,Thousand cubic metres
Reference,NL,Total,2017,35.068,Thousand cubic metres
Reference,NL,Conventional Light,2018,28.9578024,Thousand cubic metres
Reference,NL,Conventional Heavy,2018,9.792197596,Thousand cubic metres
Reference,NL,C5+,2018,0,Thousand cubic metres
Reference,NL,Field Condensate,2018,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2018,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2018,0,Thousand cubic metres
Reference,NL,Total,2018,38.75,Thousand cubic metres
Reference,NL,Conventional Light,2019,28.92821694,Thousand cubic metres
Reference,NL,Conventional Heavy,2019,17.20430244,Thousand cubic metres
Reference,NL,C5+,2019,0,Thousand cubic metres
Reference,NL,Field Condensate,2019,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2019,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2019,0,Thousand cubic metres
Reference,NL,Total,2019,46.13251939,Thousand cubic metres
Reference,NL,Conventional Light,2020,23.37378821,Thousand cubic metres
Reference,NL,Conventional Heavy,2020,19.08709339,Thousand cubic metres
Reference,NL,C5+,2020,0,Thousand cubic metres
Reference,NL,Field Condensate,2020,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2020,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2020,0,Thousand cubic metres
Reference,NL,Total,2020,42.4608816,Thousand cubic metres
Reference,NL,Conventional Light,2021,23.81901256,Thousand cubic metres
Reference,NL,Conventional Heavy,2021,22.16159496,Thousand cubic metres
Reference,NL,C5+,2021,0,Thousand cubic metres
Reference,NL,Field Condensate,2021,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2021,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2021,0,Thousand cubic metres
Reference,NL,Total,2021,45.98060752,Thousand cubic metres
Reference,NL,Conventional Light,2022,23.31319162,Thousand cubic metres
Reference,NL,Conventional Heavy,2022,23.57849216,Thousand cubic metres
Reference,NL,C5+,2022,0,Thousand cubic metres
Reference,NL,Field Condensate,2022,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2022,0,Thousand cubic metres
