Scenario,Region,Type,Year,Data,Unit
Reference,NL,In Situ Bitumen ,2022,0,Thousand cubic metres
Reference,NL,Total,2022,46.89168379,Thousand cubic metres
Reference,NL,Conventional Light,2023,26.66891852,Thousand cubic metres
Reference,NL,Conventional Heavy,2023,22.57750644,Thousand cubic metres
Reference,NL,C5+,2023,0,Thousand cubic metres
Reference,NL,Field Condensate,2023,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2023,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2023,0,Thousand cubic metres
Reference,NL,Total,2023,49.24642496,Thousand cubic metres
Reference,NL,Conventional Light,2024,26.00897652,Thousand cubic metres
Reference,NL,Conventional Heavy,2024,22.4821139,Thousand cubic metres
Reference,NL,C5+,2024,0,Thousand cubic metres
Reference,NL,Field Condensate,2024,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2024,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2024,0,Thousand cubic metres
Reference,NL,Total,2024,48.49109042,Thousand cubic metres
Reference,NL,Conventional Light,2025,25.22276464,Thousand cubic metres
Reference,NL,Conventional Heavy,2025,21.26649496,Thousand cubic metres
Reference,NL,C5+,2025,0,Thousand cubic metres
Reference,NL,Field Condensate,2025,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2025,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2025,0,Thousand cubic metres
Reference,NL,Total,2025,46.4892596,Thousand cubic metres
Reference,NL,Conventional Light,2026,23.10105201,Thousand cubic metres
Reference,NL,Conventional Heavy,2026,19.18534771,Thousand cubic metres
Reference,NL,C5+,2026,0,Thousand cubic metres
Reference,NL,Field Condensate,2026,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2026,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2026,0,Thousand cubic metres
Reference,NL,Total,2026,42.28639971,Thousand cubic metres
Reference,NL,Conventional Light,2027,21.31552847,Thousand cubic metres
Reference,NL,Conventional Heavy,2027,17.40818468,Thousand cubic metres
Reference,NL,C5+,2027,0,Thousand cubic metres
Reference,NL,Field Condensate,2027,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2027,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2027,0,Thousand cubic metres
Reference,NL,Total,2027,38.72371315,Thousand cubic metres
Reference,NL,Conventional Light,2028,21.68160128,Thousand cubic metres
Reference,NL,Conventional Heavy,2028,14.795383,Thousand cubic metres
Reference,NL,C5+,2028,0,Thousand cubic metres
Reference,NL,Field Condensate,2028,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2028,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2028,0,Thousand cubic metres
Reference,NL,Total,2028,36.47698428,Thousand cubic metres
Reference,NL,Conventional Light,2029,23.30059096,Thousand cubic metres
Reference,NL,Conventional Heavy,2029,12.41867786,Thousand cubic metres
Reference,NL,C5+,2029,0,Thousand cubic metres
Reference,NL,Field Condensate,2029,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2029,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2029,0,Thousand cubic metres
Reference,NL,Total,2029,35.71926882,Thousand cubic metres
Reference,NL,Conventional Light,2030,24.07695005,Thousand cubic metres
Reference,NL,Conventional Heavy,2030,10.5613851,Thousand cubic metres
Reference,NL,C5+,2030,0,Thousand cubic metres
Reference,NL,Field Condensate,2030,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2030,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2030,0,Thousand cubic metres
Reference,NL,Total,2030,34.63833515,Thousand cubic metres
Reference,NL,Conventional Light,2031,23.13762519,Thousand cubic metres
Reference,NL,Conventional Heavy,2031,9.239244491,Thousand cubic metres
Reference,NL,C5+,2031,0,Thousand cubic metres
Reference,NL,Field Condensate,2031,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2031,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2031,0,Thousand cubic metres
Reference,NL,Total,2031,32.37686968,Thousand cubic metres
Reference,NL,Conventional Light,2032,21.04922602,Thousand cubic metres
Reference,NL,Conventional Heavy,2032,8.32633788,Thousand cubic metres
Reference,NL,C5+,2032,0,Thousand cubic metres
Reference,NL,Field Condensate,2032,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2032,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2032,0,Thousand cubic metres
Reference,NL,Total,2032,29.3755639,Thousand cubic metres
Reference,NL,Conventional Light,2033,20.81448688,Thousand cubic metres
Reference,NL,Conventional Heavy,2033,7.098635887,Thousand cubic metres
Reference,NL,C5+,2033,0,Thousand cubic metres
Reference,NL,Field Condensate,2033,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2033,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2033,0,Thousand cubic metres
Reference,NL,Total,2033,27.91312277,Thousand cubic metres
Reference,NL,Conventional Light,2034,21.33851189,Thousand cubic metres
Reference,NL,Conventional Heavy,2034,6.059811123,Thousand cubic metres
Reference,NL,C5+,2034,0,Thousand cubic metres
Reference,NL,Field Condensate,2034,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2034,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2034,0,Thousand cubic metres
Reference,NL,Total,2034,27.39832301,Thousand cubic metres
Reference,NL,Conventional Light,2035,21.93229219,Thousand cubic metres
Reference,NL,Conventional Heavy,2035,5.461699895,Thousand cubic metres
Reference,NL,C5+,2035,0,Thousand cubic metres
Reference,NL,Field Condensate,2035,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2035,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2035,0,Thousand cubic metres
Reference,NL,Total,2035,27.39399208,Thousand cubic metres
Reference,NL,Conventional Light,2036,21.29782885,Thousand cubic metres
Reference,NL,Conventional Heavy,2036,5.020986359,Thousand cubic metres
Reference,NL,C5+,2036,0,Thousand cubic metres
Reference,NL,Field Condensate,2036,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2036,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2036,0,Thousand cubic metres
Reference,NL,Total,2036,26.31881521,Thousand cubic metres
Reference,NL,Conventional Light,2037,19.49705125,Thousand cubic metres
Reference,NL,Conventional Heavy,2037,5.027239144,Thousand cubic metres
Reference,NL,C5+,2037,0,Thousand cubic metres
Reference,NL,Field Condensate,2037,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2037,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2037,0,Thousand cubic metres
Reference,NL,Total,2037,24.52429039,Thousand cubic metres
Reference,NL,Conventional Light,2038,17.36659659,Thousand cubic metres
Reference,NL,Conventional Heavy,2038,4.696703992,Thousand cubic metres
Reference,NL,C5+,2038,0,Thousand cubic metres
Reference,NL,Field Condensate,2038,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2038,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2038,0,Thousand cubic metres
Reference,NL,Total,2038,22.06330058,Thousand cubic metres
Reference,NL,Conventional Light,2039,15.311287,Thousand cubic metres
Reference,NL,Conventional Heavy,2039,4.240897526,Thousand cubic metres
Reference,NL,C5+,2039,0,Thousand cubic metres
Reference,NL,Field Condensate,2039,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2039,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2039,0,Thousand cubic metres
Reference,NL,Total,2039,19.55218453,Thousand cubic metres
Reference,NL,Conventional Light,2040,13.15171085,Thousand cubic metres
Reference,NL,Conventional Heavy,2040,3.839385547,Thousand cubic metres
Reference,NL,C5+,2040,0,Thousand cubic metres
Reference,NL,Field Condensate,2040,0,Thousand cubic metres
Reference,NL,Mined Bitumen ,2040,0,Thousand cubic metres
Reference,NL,In Situ Bitumen ,2040,0,Thousand cubic metres
Reference,NL,Total,2040,16.9910964,Thousand cubic metres
Reference,NWT,Conventional Light,2005,2.988,Thousand cubic metres
Reference,NWT,Conventional Heavy,2005,0,Thousand cubic metres
Reference,NWT,C5+,2005,0,Thousand cubic metres
Reference,NWT,Field Condensate,2005,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2005,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2005,0,Thousand cubic metres
Reference,NWT,Total,2005,2.988,Thousand cubic metres
Reference,NWT,Conventional Light,2006,2.966,Thousand cubic metres
Reference,NWT,Conventional Heavy,2006,0,Thousand cubic metres
Reference,NWT,C5+,2006,0,Thousand cubic metres
Reference,NWT,Field Condensate,2006,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2006,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2006,0,Thousand cubic metres
Reference,NWT,Total,2006,2.966,Thousand cubic metres
Reference,NWT,Conventional Light,2007,2.791,Thousand cubic metres
Reference,NWT,Conventional Heavy,2007,0,Thousand cubic metres
Reference,NWT,C5+,2007,0,Thousand cubic metres
Reference,NWT,Field Condensate,2007,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2007,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2007,0,Thousand cubic metres
Reference,NWT,Total,2007,2.791,Thousand cubic metres
Reference,NWT,Conventional Light,2008,2.573,Thousand cubic metres
Reference,NWT,Conventional Heavy,2008,0,Thousand cubic metres
Reference,NWT,C5+,2008,0,Thousand cubic metres
Reference,NWT,Field Condensate,2008,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2008,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2008,0,Thousand cubic metres
Reference,NWT,Total,2008,2.573,Thousand cubic metres
Reference,NWT,Conventional Light,2009,2.471,Thousand cubic metres
Reference,NWT,Conventional Heavy,2009,0,Thousand cubic metres
Reference,NWT,C5+,2009,0,Thousand cubic metres
Reference,NWT,Field Condensate,2009,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2009,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2009,0,Thousand cubic metres
Reference,NWT,Total,2009,2.471,Thousand cubic metres
Reference,NWT,Conventional Light,2010,2.393,Thousand cubic metres
Reference,NWT,Conventional Heavy,2010,0,Thousand cubic metres
Reference,NWT,C5+,2010,0,Thousand cubic metres
Reference,NWT,Field Condensate,2010,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2010,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2010,0,Thousand cubic metres
Reference,NWT,Total,2010,2.393,Thousand cubic metres
Reference,NWT,Conventional Light,2011,1.672,Thousand cubic metres
Reference,NWT,Conventional Heavy,2011,0,Thousand cubic metres
Reference,NWT,C5+,2011,0,Thousand cubic metres
Reference,NWT,Field Condensate,2011,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2011,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2011,0,Thousand cubic metres
Reference,NWT,Total,2011,1.672,Thousand cubic metres
Reference,NWT,Conventional Light,2012,2.068,Thousand cubic metres
Reference,NWT,Conventional Heavy,2012,0,Thousand cubic metres
Reference,NWT,C5+,2012,0,Thousand cubic metres
Reference,NWT,Field Condensate,2012,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2012,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2012,0,Thousand cubic metres
Reference,NWT,Total,2012,2.068,Thousand cubic metres
Reference,NWT,Conventional Light,2013,1.793,Thousand cubic metres
Reference,NWT,Conventional Heavy,2013,0,Thousand cubic metres
Reference,NWT,C5+,2013,0,Thousand cubic metres
Reference,NWT,Field Condensate,2013,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2013,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2013,0,Thousand cubic metres
Reference,NWT,Total,2013,1.793,Thousand cubic metres
Reference,NWT,Conventional Light,2014,1.759,Thousand cubic metres
Reference,NWT,Conventional Heavy,2014,0,Thousand cubic metres
Reference,NWT,C5+,2014,0,Thousand cubic metres
Reference,NWT,Field Condensate,2014,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2014,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2014,0,Thousand cubic metres
Reference,NWT,Total,2014,1.759,Thousand cubic metres
Reference,NWT,Conventional Light,2015,1.587,Thousand cubic metres
Reference,NWT,Conventional Heavy,2015,0,Thousand cubic metres
Reference,NWT,C5+,2015,0,Thousand cubic metres
Reference,NWT,Field Condensate,2015,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2015,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2015,0,Thousand cubic metres
Reference,NWT,Total,2015,1.587,Thousand cubic metres
Reference,NWT,Conventional Light,2016,1.428,Thousand cubic metres
Reference,NWT,Conventional Heavy,2016,0,Thousand cubic metres
Reference,NWT,C5+,2016,0,Thousand cubic metres
Reference,NWT,Field Condensate,2016,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2016,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2016,0,Thousand cubic metres
Reference,NWT,Total,2016,1.428,Thousand cubic metres
Reference,NWT,Conventional Light,2017,0.047,Thousand cubic metres
Reference,NWT,Conventional Heavy,2017,0,Thousand cubic metres
Reference,NWT,C5+,2017,0,Thousand cubic metres
Reference,NWT,Field Condensate,2017,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2017,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2017,0,Thousand cubic metres
Reference,NWT,Total,2017,0.047,Thousand cubic metres
Reference,NWT,Conventional Light,2018,0.268,Thousand cubic metres
Reference,NWT,Conventional Heavy,2018,0,Thousand cubic metres
Reference,NWT,C5+,2018,0,Thousand cubic metres
Reference,NWT,Field Condensate,2018,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2018,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2018,0,Thousand cubic metres
Reference,NWT,Total,2018,0.268,Thousand cubic metres
Reference,NWT,Conventional Light,2019,1.212923077,Thousand cubic metres
Reference,NWT,Conventional Heavy,2019,0,Thousand cubic metres
Reference,NWT,C5+,2019,0,Thousand cubic metres
Reference,NWT,Field Condensate,2019,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2019,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2019,0,Thousand cubic metres
Reference,NWT,Total,2019,1.212923077,Thousand cubic metres
Reference,NWT,Conventional Light,2020,1.30584058,Thousand cubic metres
Reference,NWT,Conventional Heavy,2020,0,Thousand cubic metres
Reference,NWT,C5+,2020,0,Thousand cubic metres
Reference,NWT,Field Condensate,2020,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2020,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2020,0,Thousand cubic metres
Reference,NWT,Total,2020,1.30584058,Thousand cubic metres
Reference,NWT,Conventional Light,2021,1.321794138,Thousand cubic metres
Reference,NWT,Conventional Heavy,2021,0,Thousand cubic metres
Reference,NWT,C5+,2021,0,Thousand cubic metres
Reference,NWT,Field Condensate,2021,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2021,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2021,0,Thousand cubic metres
Reference,NWT,Total,2021,1.321794138,Thousand cubic metres
Reference,NWT,Conventional Light,2022,1.282140314,Thousand cubic metres
Reference,NWT,Conventional Heavy,2022,0,Thousand cubic metres
Reference,NWT,C5+,2022,0,Thousand cubic metres
Reference,NWT,Field Condensate,2022,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2022,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2022,0,Thousand cubic metres
Reference,NWT,Total,2022,1.282140314,Thousand cubic metres
Reference,NWT,Conventional Light,2023,1.243676105,Thousand cubic metres
Reference,NWT,Conventional Heavy,2023,0,Thousand cubic metres
Reference,NWT,C5+,2023,0,Thousand cubic metres
Reference,NWT,Field Condensate,2023,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2023,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2023,0,Thousand cubic metres
Reference,NWT,Total,2023,1.243676105,Thousand cubic metres
Reference,NWT,Conventional Light,2024,1.206365821,Thousand cubic metres
Reference,NWT,Conventional Heavy,2024,0,Thousand cubic metres
Reference,NWT,C5+,2024,0,Thousand cubic metres
Reference,NWT,Field Condensate,2024,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2024,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2024,0,Thousand cubic metres
Reference,NWT,Total,2024,1.206365821,Thousand cubic metres
Reference,NWT,Conventional Light,2025,1.170174847,Thousand cubic metres
Reference,NWT,Conventional Heavy,2025,0,Thousand cubic metres
Reference,NWT,C5+,2025,0,Thousand cubic metres
Reference,NWT,Field Condensate,2025,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2025,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2025,0,Thousand cubic metres
Reference,NWT,Total,2025,1.170174847,Thousand cubic metres
Reference,NWT,Conventional Light,2026,1.123706453,Thousand cubic metres
Reference,NWT,Conventional Heavy,2026,0,Thousand cubic metres
Reference,NWT,C5+,2026,0,Thousand cubic metres
Reference,NWT,Field Condensate,2026,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2026,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2026,0,Thousand cubic metres
Reference,NWT,Total,2026,1.123706453,Thousand cubic metres
Reference,NWT,Conventional Light,2027,1.078975726,Thousand cubic metres
Reference,NWT,Conventional Heavy,2027,0,Thousand cubic metres
Reference,NWT,C5+,2027,0,Thousand cubic metres
Reference,NWT,Field Condensate,2027,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2027,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2027,0,Thousand cubic metres
Reference,NWT,Total,2027,1.078975726,Thousand cubic metres
Reference,NWT,Conventional Light,2028,1.025267508,Thousand cubic metres
Reference,NWT,Conventional Heavy,2028,0,Thousand cubic metres
Reference,NWT,C5+,2028,0,Thousand cubic metres
Reference,NWT,Field Condensate,2028,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2028,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2028,0,Thousand cubic metres
Reference,NWT,Total,2028,1.025267508,Thousand cubic metres
Reference,NWT,Conventional Light,2029,0.984150009,Thousand cubic metres
Reference,NWT,Conventional Heavy,2029,0,Thousand cubic metres
Reference,NWT,C5+,2029,0,Thousand cubic metres
Reference,NWT,Field Condensate,2029,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2029,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2029,0,Thousand cubic metres
Reference,NWT,Total,2029,0.984150009,Thousand cubic metres
Reference,NWT,Conventional Light,2030,0.94457682,Thousand cubic metres
Reference,NWT,Conventional Heavy,2030,0,Thousand cubic metres
Reference,NWT,C5+,2030,0,Thousand cubic metres
Reference,NWT,Field Condensate,2030,0,Thousand cubic metres
Reference,NWT,Mined Bitumen ,2030,0,Thousand cubic metres
Reference,NWT,In Situ Bitumen ,2030,0,Thousand cubic metres
